LREntryNo,LREntryDate,VehicleNo,Capacity,Vehicle_Type,Vehicle_Ownership_Type,CustomerName,From_Station,To_Station,NetWt_Tons,Freight_Revenue_INR,Fuel_Cost_INR,Driver_Allowance_INR,Toll_Charges_INR,Total_Trip_Cost_INR,Profit_Margin_INR,Profit_Margin_Percent,Actual_Distance_Km,Trip_Duration_Hours,Delay_Hours
LR-2025-080964,2025-10-20,TN-23-AC-1416,28,LCV,Attached,Vedanta Resources,Bhilai Steel Plant,Bengaluru,18.4,75258,47397,6112,4939,93114,-17856,-23.73,1316,17.5,0
LR-2025-080965,2025-08-09,GJ-50-AC-5431,16,HCV,Market,NMDC Ltd,Visakhapatnam Steel,Hyderabad,13.5,44376,24939,3057,3249,48952,-4576,-10.31,1323,64.2,0
LR-2025-080966,2025-10-31,UP-22-AB-5907,19,Covered,Owned,Rashtriya Ispat Nigam,Tata Steel Jamshedpur,Ahmedabad,23.5,54827,21235,4919,3608,44351,10476,19.11,2367,67.4,0
LR-2025-080967,2025-07-22,UP-57-BB-3151,19,Open,Attached,Essar Steel,Kolkata Steel Depot,Jaipur,29.9,43152,50880,5033,2767,38651,4501,10.43,1421,51.2,1
LR-2025-080968,2025-11-25,UP-10-BB-9892,25,Trailer,Market,Jindal Steel,Durgapur Steel,Lucknow,19.8,79902,46273,4818,4397,99440,-19538,-24.45,1945,62.5,0
LR-2025-080969,2025-11-10,TN-55-AB-6864,28,Flatbed,Owned,Bhushan Steel,Rourkela Steel Plant,Coimbatore,29.3,47695,28874,4193,3713,58089,-10394,-21.79,2603,53.3,6
LR-2025-080970,2025-08-12,RJ-91-BC-9639,28,LCV,Attached,AM/NS India,Bhilai Steel Plant,Surat,13.5,52018,29258,5973,3113,41084,10934,21.02,2170,55.8,0
LR-2025-080971,2025-12-19,GJ-60-CB-3053,32,HCV,Market,Lloyds Metals,Visakhapatnam Steel,Indore,21.8,60511,29028,4284,3049,70800,-10289,-17.0,1267,64.3,1
LR-2025-080972,2025-12-03,TN-31-AC-3828,19,Covered,Owned,APL Apollo,Tata Steel Jamshedpur,Mumbai,27.8,54898,18565,5892,2235,62765,-7867,-14.33,2564,26.3,2
LR-2025-080973,2025-09-11,UP-48-CB-3819,28,Open,Attached,Shyam Steel,Kolkata Steel Depot,Delhi NCR,18.1,77495,34511,3538,4446,96527,-19032,-24.56,432,21.1,6
LR-2025-080974,2025-10-14,HR-46-AC-1187,16,Trailer,Market,SRMB Steel,Durgapur Steel,Pune,22.2,85964,45361,4415,2497,72598,13366,15.55,2196,18.2,0
LR-2025-080975,2025-09-27,WB-84-BC-8050,19,Flatbed,Owned,Tata Steel Ltd,Rourkela Steel Plant,Chennai,13.4,34016,49274,3967,4450,30491,3525,10.36,541,17.1,0
LR-2025-080976,2025-12-02,MH-41-BC-4289,28,LCV,Attached,JSW Steel,Bhilai Steel Plant,Bengaluru,22.5,38906,26812,3456,3020,30578,8328,21.41,2279,21.2,6
LR-2025-080977,2025-12-22,WB-63-AA-9665,19,HCV,Market,SAIL Bokaro,Visakhapatnam Steel,Hyderabad,19.2,48561,20442,4112,3438,46561,2000,4.12,1530,38.4,4
LR-2025-080978,2025-12-09,KA-65-AC-7404,21,Covered,Owned,Hindalco Industries,Tata Steel Jamshedpur,Ahmedabad,14.1,83044,41198,2842,1860,81163,1881,2.27,2724,34.2,0
LR-2025-080979,2025-11-30,KA-64-AC-4652,32,Open,Attached,Vedanta Resources,Kolkata Steel Depot,Jaipur,11.8,47099,30991,6021,3480,42442,4657,9.89,849,16.7,6
LR-2025-080980,2025-11-30,TN-48-AC-4277,32,Trailer,Market,NMDC Ltd,Durgapur Steel,Lucknow,11.6,74450,40869,3930,5146,66608,7842,10.53,1558,22.5,2
LR-2025-080981,2025-08-25,TN-76-BC-8808,25,Flatbed,Owned,Rashtriya Ispat Nigam,Rourkela Steel Plant,Coimbatore,28.3,64131,20073,4528,4636,54698,9433,14.71,1233,60.2,1
LR-2025-080982,2025-12-12,GJ-64-AB-8755,21,LCV,Attached,Essar Steel,Bhilai Steel Plant,Surat,27.5,45800,24559,4895,4054,49661,-3861,-8.43,2187,17.1,0
LR-2025-080983,2025-07-19,MH-32-BB-3994,16,HCV,Market,Jindal Steel,Visakhapatnam Steel,Indore,28.0,89458,36810,5095,2697,90987,-1529,-1.71,2203,33.2,2
LR-2025-080984,2025-11-10,MH-44-BC-8018,21,Covered,Owned,Bhushan Steel,Tata Steel Jamshedpur,Mumbai,26.2,39096,50832,6174,3392,45338,-6242,-15.97,2725,30.3,0
LR-2025-080985,2025-10-09,RJ-38-CA-3241,25,Open,Attached,AM/NS India,Kolkata Steel Depot,Delhi NCR,21.2,34706,20717,3950,4618,29363,5343,15.4,2295,25.7,0
LR-2025-080986,2025-12-07,WB-10-BC-4721,28,Trailer,Market,Lloyds Metals,Durgapur Steel,Pune,27.9,82099,38509,4773,4838,92540,-10441,-12.72,1477,25.8,0
LR-2025-080987,2025-07-25,WB-14-BA-8814,28,Flatbed,Owned,APL Apollo,Rourkela Steel Plant,Chennai,11.1,52253,46006,3004,3048,46083,6170,11.81,2381,63.4,1
LR-2025-080988,2025-10-28,KA-74-BB-5518,19,LCV,Attached,Shyam Steel,Bhilai Steel Plant,Bengaluru,19.1,82302,43964,5780,3336,66567,15735,19.12,717,46.4,0
LR-2025-080989,2025-09-25,TN-42-CA-8657,19,HCV,Market,SRMB Steel,Visakhapatnam Steel,Hyderabad,23.8,76718,43408,5892,2757,96724,-20006,-26.08,2035,47.0,2
LR-2025-080990,2025-07-08,GJ-98-AB-9510,21,Covered,Owned,Tata Steel Ltd,Tata Steel Jamshedpur,Ahmedabad,26.6,85258,20199,3044,2410,67773,17485,20.51,2234,42.6,1
LR-2025-080991,2025-12-21,GJ-52-AA-8445,32,Open,Attached,JSW Steel,Kolkata Steel Depot,Jaipur,27.2,71805,43235,2883,2988,86053,-14248,-19.84,1347,36.3,2
LR-2025-080992,2025-12-14,MH-41-CB-5374,25,Trailer,Market,SAIL Bokaro,Durgapur Steel,Lucknow,21.9,62075,34098,3665,1910,48251,13824,22.27,2003,43.1,0
LR-2025-080993,2025-09-11,KA-99-AB-9978,19,Flatbed,Owned,Hindalco Industries,Rourkela Steel Plant,Coimbatore,13.3,47827,30019,4522,3480,36902,10925,22.84,2327,67.0,1
LR-2025-080994,2025-12-19,KA-75-CA-6391,19,LCV,Attached,Vedanta Resources,Bhilai Steel Plant,Surat,20.1,84862,39593,5569,4248,68082,16780,19.77,571,37.7,2
LR-2025-080995,2025-10-07,UP-99-CB-7550,16,HCV,Market,NMDC Ltd,Visakhapatnam Steel,Indore,25.1,71528,38638,6071,4411,69786,1742,2.44,1701,63.5,3
LR-2025-080996,2025-11-18,UP-25-CB-1961,21,Covered,Owned,Rashtriya Ispat Nigam,Tata Steel Jamshedpur,Mumbai,23.1,75733,45694,5933,4667,69477,6256,8.26,698,46.5,0
LR-2025-080997,2025-09-10,TN-36-AC-2002,16,Open,Attached,Essar Steel,Kolkata Steel Depot,Delhi NCR,17.9,81401,28673,5166,4569,80607,794,0.98,440,42.6,6
LR-2025-080998,2025-08-15,HR-96-AC-9036,16,Trailer,Market,Jindal Steel,Durgapur Steel,Pune,21.3,72025,45438,5677,3122,76512,-4487,-6.23,1215,59.3,0
LR-2025-080999,2025-12-22,TN-49-BB-3811,25,Flatbed,Owned,Bhushan Steel,Rourkela Steel Plant,Chennai,21.8,39926,28337,2923,2644,39843,83,0.21,2802,46.0,6
